REF_DATE,GEO,DGUID,Census year (2),Housing indicators (9),Coordinate,Tenure (4):Total - Tenure[1],Symbol,Tenure (4):Owner[2],Symbol,Tenure (4):Renter[3],Symbol,"Tenure (4):Dwelling provided by the local government, First Nation or Indian band[4]",Symbol
2021,"Grand Falls-Windsor (CA), N.L.",2021S0504010,2016,Percent of households in unsuitable housing,5.2.5,1.4,,0.6,,3.0,,0.0,
2021,"Grand Falls-Windsor (CA), N.L.",2021S0504010,2016,Affordability: unaffordable housing,5.2.6,1210,,380,,830,,0,
2021,"Grand Falls-Windsor (CA), N.L.",2021S0504010,2016,Percent of households in unaffordable housing,5.2.7,19.9,,9.3,,41.9,,0.0,
2021,"Grand Falls-Windsor (CA), N.L.",2021S0504010,2016,Core housing need: in core housing need,5.2.8,670,,140,,525,,0,
2021,"Grand Falls-Windsor (CA), N.L.",2021S0504010,2016,Percent of households in core housing need,5.2.9,11.2,,3.4,,27.4,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Total - Housing indicators,6.1.1,90000,,62470,,27530,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Adequacy: inadequate housing,6.1.2,3730,,2265,,1470,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Percent of households in inadequate housing,6.1.3,4.1,,3.6,,5.3,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Suitability: unsuitable housing,6.1.4,1775,,625,,1145,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Percent of households in unsuitable housing,6.1.5,2.0,,1.0,,4.2,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Affordability: unaffordable housing,6.1.6,17090,,7860,,9225,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Percent of households in unaffordable housing,6.1.7,19.0,,12.6,,33.7,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Core housing need: in core housing need,6.1.8,8165,,2280,,5880,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2021,Percent of households in core housing need,6.1.9,9.2,,3.7,,22.2,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Total - Housing indicators,6.2.1,85990,,60375,,25615,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Adequacy: inadequate housing,6.2.2,3645,,2210,,1430,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Percent of households in inadequate housing,6.2.3,4.2,,3.7,,5.6,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Suitability: unsuitable housing,6.2.4,1545,,540,,1010,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Percent of households in unsuitable housing,6.2.5,1.8,,0.9,,3.9,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Affordability: unaffordable housing,6.2.6,18490,,8120,,10370,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Percent of households in unaffordable housing,6.2.7,21.6,,13.5,,40.6,,0.0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Core housing need: in core housing need,6.2.8,9515,,2765,,6750,,0,
2021,"St. John's (CMA), N.L.",2021S0503001,2016,Percent of households in core housing need,6.2.9,11.4,,4.7,,27.9,,0.0,
2021,Prince Edward Island,2021A000211,2021,Total - Housing indicators,7.1.1,64570,,44420,,19985,,165,
2021,Prince Edward Island,2021A000211,2021,Adequacy: inadequate housing,7.1.2,4570,,3350,,1160,,65,
2021,Prince Edward Island,2021A000211,2021,Percent of households in inadequate housing,7.1.3,7.1,,7.5,,5.8,,39.4,
2021,Prince Edward Island,2021A000211,2021,Suitability: unsuitable housing,7.1.4,2020,,760,,1250,,0,
2021,Prince Edward Island,2021A000211,2021,Percent of households in unsuitable housing,7.1.5,3.1,,1.7,,6.3,,0.0,
2021,Prince Edward Island,2021A000211,2021,Affordability: unaffordable housing,7.1.6,9865,,3855,,6010,,0,
2021,Prince Edward Island,2021A000211,2021,Percent of households in unaffordable housing,7.1.7,15.5,,8.8,,30.2,,0.0,
2021,Prince Edward Island,2021A000211,2021,Core housing need: in core housing need,7.1.8,4365,,1625,,2745,,0,
2021,Prince Edward Island,2021A000211,2021,Percent of households in core housing need,7.1.9,7.0,,3.8,,14.1,,0.0,
2021,Prince Edward Island,2021A000211,2016,Total - Housing indicators,7.2.1,59470,,41780,,17575,,115,
2021,Prince Edward Island,2021A000211,2016,Adequacy: inadequate housing,7.2.2,4545,,3500,,1005,,40,
2021,Prince Edward Island,2021A000211,2016,Percent of households in inadequate housing,7.2.3,7.6,,8.4,,5.7,,34.8,
2021,Prince Edward Island,2021A000211,2016,Suitability: unsuitable housing,7.2.4,1440,,555,,870,,10,
2021,Prince Edward Island,2021A000211,2016,Percent of households in unsuitable housing,7.2.5,2.4,,1.3,,5.0,,8.7,
2021,Prince Edward Island,2021A000211,2016,Affordability: unaffordable housing,7.2.6,10850,,4515,,6335,,0,
2021,Prince Edward Island,2021A000211,2016,Percent of households in unaffordable housing,7.2.7,18.6,,11.1,,36.3,,0.0,
2021,Prince Edward Island,2021A000211,2016,Core housing need: in core housing need,7.2.8,4875,,1675,,3200,,0,
2021,Prince Edward Island,2021A000211,2016,Percent of households in core housing need,7.2.9,8.6,,4.2,,19.0,,0.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Total - Housing indicators,8.1.1,32940,,20425,,12445,,80,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Adequacy: inadequate housing,8.1.2,1945,,1250,,665,,20,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Percent of households in inadequate housing,8.1.3,5.9,,6.1,,5.3,,25.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Suitability: unsuitable housing,8.1.4,1190,,320,,865,,10,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Percent of households in unsuitable housing,8.1.5,3.6,,1.6,,7.0,,12.5,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Affordability: unaffordable housing,8.1.6,6100,,2075,,4025,,0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Percent of households in unaffordable housing,8.1.7,18.8,,10.3,,32.6,,0.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Core housing need: in core housing need,8.1.8,2010,,495,,1515,,0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2021,Percent of households in core housing need,8.1.9,6.3,,2.5,,12.6,,0.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Total - Housing indicators,8.2.1,29945,,19020,,10865,,60,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Adequacy: inadequate housing,8.2.2,1805,,1190,,595,,20,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Percent of households in inadequate housing,8.2.3,6.0,,6.3,,5.5,,33.3,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Suitability: unsuitable housing,8.2.4,835,,220,,605,,0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Percent of households in unsuitable housing,8.2.5,2.8,,1.2,,5.6,,0.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Affordability: unaffordable housing,8.2.6,6440,,2225,,4215,,0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Percent of households in unaffordable housing,8.2.7,21.9,,11.9,,39.0,,0.0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Core housing need: in core housing need,8.2.8,2535,,585,,1945,,0,
2021,"Charlottetown (CA), P.E.I.",2021S0504105,2016,Percent of households in core housing need,8.2.9,8.9,,3.2,,19.0,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Total - Housing indicators,9.1.1,7955,,4510,,3445,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Adequacy: inadequate housing,9.1.2,520,,325,,200,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Percent of households in inadequate housing,9.1.3,6.5,,7.2,,5.8,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Suitability: unsuitable housing,9.1.4,255,,80,,180,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Percent of households in unsuitable housing,9.1.5,3.2,,1.8,,5.2,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Affordability: unaffordable housing,9.1.6,1400,,390,,1015,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Percent of households in unaffordable housing,9.1.7,17.7,,8.7,,29.5,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Core housing need: in core housing need,9.1.8,545,,85,,455,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2021,Percent of households in core housing need,9.1.9,7.0,,1.9,,13.4,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Total - Housing indicators,9.2.1,7345,,4315,,3030,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Adequacy: inadequate housing,9.2.2,545,,400,,145,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Percent of households in inadequate housing,9.2.3,7.4,,9.3,,4.8,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Suitability: unsuitable housing,9.2.4,155,,55,,105,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Percent of households in unsuitable housing,9.2.5,2.1,,1.3,,3.5,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Affordability: unaffordable housing,9.2.6,1560,,505,,1065,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Percent of households in unaffordable housing,9.2.7,21.4,,11.8,,35.1,,0.0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Core housing need: in core housing need,9.2.8,580,,75,,505,,0,
2021,"Summerside (CA), P.E.I.",2021S0504110,2016,Percent of households in core housing need,9.2.9,8.1,,1.8,,17.1,,0.0,
2021,Nova Scotia,2021A000212,2021,Total - Housing indicators,10.1.1,428230,,285995,,139415,,2820,
2021,Nova Scotia,2021A000212,2021,Adequacy: inadequate housing,10.1.2,35215,,23015,,11535,,665,
2021,Nova Scotia,2021A000212,2021,Percent of households in inadequate housing,10.1.3,8.2,,8.0,,8.3,,23.6,
2021,Nova Scotia,2021A000212,2021,Suitability: unsuitable housing,10.1.4,15210,,4945,,9945,,320,
2021,Nova Scotia,2021A000212,2021,Percent of households in unsuitable housing,10.1.5,3.6,,1.7,,7.1,,11.3,
2021,Nova Scotia,2021A000212,2021,Affordability: unaffordable housing,10.1.6,75475,,27320,,48150,,0,
2021,Nova Scotia,2021A000212,2021,Percent of households in unaffordable housing,10.1.7,17.9,,9.7,,34.7,,0.0,
2021,Nova Scotia,2021A000212,2021,Core housing need: in core housing need,10.1.8,41465,,13880,,27580,,0,
2021,Nova Scotia,2021A000212,2021,Percent of households in core housing need,10.1.9,10.0,,5.0,,20.7,,0.0,
2021,Nova Scotia,2021A000212,2016,Total - Housing indicators,10.2.1,401990,,276095,,123595,,2300,
2021,Nova Scotia,2021A000212,2016,Adequacy: inadequate housing,10.2.2,35375,,23590,,11070,,710,
2021,Nova Scotia,2021A000212,2016,Percent of households in inadequate housing,10.2.3,8.8,,8.5,,9.0,,30.9,
2021,Nova Scotia,2021A000212,2016,Suitability: unsuitable housing,10.2.4,11545,,4605,,6700,,230,
2021,Nova Scotia,2021A000212,2016,Percent of households in unsuitable housing,10.2.5,2.9,,1.7,,5.4,,10.0,
2021,Nova Scotia,2021A000212,2016,Affordability: unaffordable housing,10.2.6,85315,,32780,,52535,,0,
2021,Nova Scotia,2021A000212,2016,Percent of households in unaffordable housing,10.2.7,21.6,,12.0,,42.8,,0.0,
2021,Nova Scotia,2021A000212,2016,Core housing need: in core housing need,10.2.8,49450,,16955,,32495,,0,
2021,Nova Scotia,2021A000212,2016,Percent of households in core housing need,10.2.9,12.8,,6.3,,28.1,,0.0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Total - Housing indicators,11.1.1,43800,,30320,,12370,,1105,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Adequacy: inadequate housing,11.1.2,4185,,2930,,1065,,195,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Percent of households in inadequate housing,11.1.3,9.6,,9.7,,8.6,,17.6,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Suitability: unsuitable housing,11.1.4,1710,,815,,735,,155,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Percent of households in unsuitable housing,11.1.5,3.9,,2.7,,5.9,,14.0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Affordability: unaffordable housing,11.1.6,6815,,2880,,3935,,0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Percent of households in unaffordable housing,11.1.7,16.1,,9.6,,32.2,,0.0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Core housing need: in core housing need,11.1.8,3515,,1260,,2250,,0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2021,Percent of households in core housing need,11.1.9,8.4,,4.2,,18.9,,0.0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Total - Housing indicators,11.2.1,43080,,30470,,11870,,735,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Adequacy: inadequate housing,11.2.2,4515,,3140,,1155,,220,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Percent of households in inadequate housing,11.2.3,10.5,,10.3,,9.7,,29.9,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Suitability: unsuitable housing,11.2.4,1440,,750,,595,,95,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Percent of households in unsuitable housing,11.2.5,3.3,,2.5,,5.0,,12.9,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Affordability: unaffordable housing,11.2.6,8665,,3430,,5235,,0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Percent of households in unaffordable housing,11.2.7,20.8,,11.4,,45.2,,0.0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Core housing need: in core housing need,11.2.8,5455,,1880,,3575,,0,
2021,"Cape Breton (CA), N.S.",2021S0504225,2016,Percent of households in core housing need,11.2.9,13.4,,6.3,,32.4,,0.0,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Total - Housing indicators,12.1.1,201140,,117810,,82920,,410,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Adequacy: inadequate housing,12.1.2,13185,,6705,,6270,,210,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Percent of households in inadequate housing,12.1.3,6.6,,5.7,,7.6,,51.2,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Suitability: unsuitable housing,12.1.4,8935,,1960,,6920,,55,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Percent of households in unsuitable housing,12.1.5,4.4,,1.7,,8.3,,13.4,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Affordability: unaffordable housing,12.1.6,42820,,12640,,30180,,0,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Percent of households in unaffordable housing,12.1.7,21.4,,10.8,,36.5,,0.0,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Core housing need: in core housing need,12.1.8,23090,,5680,,17410,,0,
2021,"Halifax (CMA), N.S.",2021S0503205,2021,Percent of households in core housing need,12.1.9,11.9,,4.9,,22.2,,0.0,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Total - Housing indicators,12.2.1,182885,,111915,,70660,,315,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Adequacy: inadequate housing,12.2.2,12370,,6490,,5715,,165,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Percent of households in inadequate housing,12.2.3,6.8,,5.8,,8.1,,52.4,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Suitability: unsuitable housing,12.2.4,6275,,1765,,4470,,35,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Percent of households in unsuitable housing,12.2.5,3.4,,1.6,,6.3,,11.1,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Affordability: unaffordable housing,12.2.6,44580,,14270,,30315,,0,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Percent of households in unaffordable housing,12.2.7,24.5,,12.8,,43.2,,0.0,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Core housing need: in core housing need,12.2.8,23455,,5870,,17590,,0,
2021,"Halifax (CMA), N.S.",2021S0503205,2016,Percent of households in core housing need,12.2.9,13.4,,5.3,,27.0,,0.0,
2021,"Kentville (CA), N.S.",2021S0504210,2021,Total - Housing indicators,13.1.1,11940,,7960,,3975,,0,
2021,"Kentville (CA), N.S.",2021S0504210,2021,Adequacy: inadequate housing,13.1.2,945,,620,,330,,0,
2021,"Kentville (CA), N.S.",2021S0504210,2021,Percent of households in inadequate housing,13.1.3,7.9,,7.8,,8.3,,0.0,
2021,"Kentville (CA), N.S.",2021S0504210,2021,Suitability: unsuitable housing,13.1.4,380,,140,,240,,0,
